"","Nrep","rest","interval_duration","niveau_endurance","PAM","rest_power","duration","PC","DR","power_cogganTSS"
"1...210",5,60,30,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,460.035613908982
"1...211",6,60,30,"moyenne",331.614571833768,165.807285916884,480,302.673062316431,1,441.057696241593
"1...212",7,60,30,"moyenne",331.614571833768,165.807285916884,570,294.352147156453,1,427.281687663486
"1...213",8,60,30,"moyenne",331.614571833768,165.807285916884,660,287.939738099878,1,416.645553824211
"1...214",9,60,30,"moyenne",331.614571833768,165.807285916884,750,282.776866287912,1,408.069574951694
"1...215",10,60,30,"moyenne",331.614571833768,165.807285916884,840,278.483867386929,1,400.930202325678
"1...216",11,60,30,"moyenne",331.614571833768,165.807285916884,930,274.825368753978,1,394.84015700011
"1...217",12,60,30,"moyenne",331.614571833768,165.807285916884,1020,271.64695704768,1,389.54499031761
"1...218",13,60,30,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,384.869867744231
"1...219",14,60,30,"moyenne",331.614571833768,165.807285916884,1200,266.33705680383,1,380.690191864275
"1...220",15,60,30,"moyenne",331.614571833768,165.807285916884,1290,264.07476666173,1,376.914433915988
"1...221",16,60,30,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,373.473616060592
"1...222",17,60,30,"moyenne",331.614571833768,165.807285916884,1470,260.122987313076,1,370.314607505645
"1...223",18,60,30,"moyenne",331.614571833768,165.807285916884,1560,258.376240994699,1,367.395704579483
"1...224",19,60,30,"moyenne",331.614571833768,165.807285916884,1650,256.75379557737,1,364.683630307544
"1...225",20,60,30,"moyenne",331.614571833768,165.807285916884,1740,255.23941109454,1,362.151445073779
"1...226",2,90,30,"moyenne",331.614571833768,165.807285916884,150,369.527948757263,1,589.349349584746
"1...227",3,90,30,"moyenne",331.614571833768,165.807285916884,270,335.796294093084,1,532.610784900061
"1...228",4,90,30,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,494.755806661989
"1...229",5,90,30,"moyenne",331.614571833768,165.807285916884,510,299.627738291157,1,469.021350796093
"1...230",6,90,30,"moyenne",331.614571833768,165.807285916884,630,289.913493224091,1,451.74949517768
"1...231",7,90,30,"moyenne",331.614571833768,165.807285916884,750,282.776866287912,1,439.022306464103
"1...232",8,90,30,"moyenne",331.614571833768,165.807285916884,870,277.202760824934,1,429.059360226468
"1...233",9,90,30,"moyenne",331.614571833768,165.807285916884,990,272.660384516007,1,420.926321902382
"1...234",10,90,30,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,414.081195064108
"1...235",11,90,30,"moyenne",331.614571833768,165.807285916884,1230,265.558218164603,1,408.185442515497
"1...236",12,90,30,"moyenne",331.614571833768,165.807285916884,1350,262.680733965279,1,403.01523912697
"1...237",13,90,30,"moyenne",331.614571833768,165.807285916884,1470,260.122987313076,1,398.415780393502
"1...238",14,90,30,"moyenne",331.614571833768,165.807285916884,1590,257.822485532965,1,394.276009730017
"1...239",15,90,30,"moyenne",331.614571833768,165.807285916884,1710,255.733072997989,1,390.513807530066
"1...240",16,90,30,"moyenne",331.614571833768,165.807285916884,1830,253.819777826849,1,387.066887436018
"1...241",17,90,30,"moyenne",331.614571833768,165.807285916884,1950,252.055519175966,1,383.88697222117
"1...242",18,90,30,"moyenne",331.614571833768,165.807285916884,2070,250.418930179536,1,380.935938724741
"1...243",19,90,30,"moyenne",331.614571833768,165.807285916884,2190,248.892875498947,1,378.183190136999
"1...244",20,90,30,"moyenne",331.614571833768,165.807285916884,2310,247.4634156428,1,375.603818526725
"1...245",2,120,30,"moyenne",331.614571833768,165.807285916884,180,356.789969283006,1,599.746372081525
"1...246",3,120,30,"moyenne",331.614571833768,165.807285916884,330,324.837470612731,1,542.86423573337
"1...247",4,120,30,"moyenne",331.614571833768,165.807285916884,480,302.673062316431,1,501.638570355105
"1...248",5,120,30,"moyenne",331.614571833768,165.807285916884,630,289.913493224091,1,477.711783216723
"1...249",6,120,30,"moyenne",331.614571833768,165.807285916884,780,281.263010823851,1,461.409522602248
"1...250",7,120,30,"moyenne",331.614571833768,165.807285916884,930,274.825368753978,1,449.235598710712
"1...251",8,120,30,"moyenne",331.614571833768,165.807285916884,1080,269.741008395382,1,439.596204772284
"1...252",9,120,30,"moyenne",331.614571833768,165.807285916884,1230,265.558218164603,1,431.650388790998
"1...253",10,120,30,"moyenne",331.614571833768,165.807285916884,1380,262.014106032336,1,424.907201021251
"1...254",11,120,30,"moyenne",331.614571833768,165.807285916884,1530,258.943776510768,1,419.057923109699
"1...255",12,120,30,"moyenne",331.614571833768,165.807285916884,1680,256.237704390654,1,413.897068121973
"1...256",13,120,30,"moyenne",331.614571833768,165.807285916884,1830,253.819777826849,1,409.281579498952
"1...257",14,120,30,"moyenne",331.614571833768,165.807285916884,1980,251.635135325039,1,405.108179305291
"1...258",15,120,30,"moyenne",331.614571833768,165.807285916884,2130,249.643022331714,1,401.300039461438
"1...259",16,120,30,"moyenne",331.614571833768,165.807285916884,2280,247.812389183139,1,397.798554392473
"1...260",17,120,30,"moyenne",331.614571833768,165.807285916884,2430,246.119066933953,1,394.558054923704
"1...261",18,120,30,"moyenne",331.614571833768,165.807285916884,2580,244.54389242925,1,391.542294263188
"1...262",19,120,30,"moyenne",331.614571833768,165.807285916884,2730,243.071426392664,1,388.722042539413
"1...263",20,120,30,"moyenne",331.614571833768,165.807285916884,2880,241.689054258679,1,386.073397694793
"1...264",2,150,30,"moyenne",331.614571833768,165.807285916884,210,347.766873790563,1,610.235253048968
"1...265",3,150,30,"moyenne",331.614571833768,165.807285916884,390,314.165032032959,1,547.117085419093
"1...266",4,150,30,"moyenne",331.614571833768,165.807285916884,570,294.352147156453,1,508.495186574498
"1...267",5,150,30,"moyenne",331.614571833768,165.807285916884,750,282.776866287912,1,485.727751362379
"1...268",6,150,30,"moyenne",331.614571833768,165.807285916884,930,274.825368753978,1,470.001407265723
"1...269",7,150,30,"moyenne",331.614571833768,165.807285916884,1110,268.842665520356,1,458.123682884858
"1...270",8,150,30,"moyenne",331.614571833768,165.807285916884,1290,264.07476666173,1,448.631095931363
"1...271",9,150,30,"moyenne",331.614571833768,165.807285916884,1470,260.122987313076,1,440.746314466182
"1...272",10,150,30,"moyenne",331.614571833768,165.807285916884,1650,256.75379557737,1,434.012406142168
"1...273",11,150,30,"moyenne",331.614571833768,165.807285916884,1830,253.819777826849,1,428.140107821494
"1...274",12,150,30,"moyenne",331.614571833768,165.807285916884,2010,251.222422232416,1,422.935645627334
