"","Nrep","rest","interval_duration","profil","PAM","rest_power","duration","Wbal_skiba","power_skiba"
"1...263",17,210,15,"sprinter",375.481359910061,187.740679955031,3615,0,1080.84723655722
"1...264",18,210,15,"sprinter",375.481359910061,187.740679955031,3840,0,1080.73035238635
"1...265",19,210,15,"sprinter",375.481359910061,187.740679955031,4065,0,1080.65689712366
"1...266",20,210,15,"sprinter",375.481359910061,187.740679955031,4290,0,1080.61073056407
"1...267",2,225,15,"sprinter",375.481359910061,187.740679955031,255,0,1658.28537150064
"1...268",3,225,15,"sprinter",375.481359910061,187.740679955031,495,0,1387.6065150023
"1...269",4,225,15,"sprinter",375.481359910061,187.740679955031,735,0,1268.82982999758
"1...270",5,225,15,"sprinter",375.481359910061,187.740679955031,975,0,1208.09401912615
"1...271",6,225,15,"sprinter",375.481359910061,187.740679955031,1215,0,1174.6082280768
"1...272",7,225,15,"sprinter",375.481359910061,187.740679955031,1455,0,1155.377273934
"1...273",8,225,15,"sprinter",375.481359910061,187.740679955031,1695,0,1144.07328455596
"1...274",9,225,15,"sprinter",375.481359910061,187.740679955031,1935,0,1137.33785180634
"1...275",10,225,15,"sprinter",375.481359910061,187.740679955031,2175,0,1133.29202963959
"1...276",11,225,15,"sprinter",375.481359910061,187.740679955031,2415,0,1130.84999643627
"1...277",12,225,15,"sprinter",375.481359910061,187.740679955031,2655,0,1129.37168895842
"1...278",13,225,15,"sprinter",375.481359910061,187.740679955031,2895,0,1128.47519906342
"1...279",14,225,15,"sprinter",375.481359910061,187.740679955031,3135,0,1127.93095807631
"1...280",15,225,15,"sprinter",375.481359910061,187.740679955031,3375,0,1127.60034543129
"1...281",16,225,15,"sprinter",375.481359910061,187.740679955031,3615,0,1127.39942727519
"1...282",17,225,15,"sprinter",375.481359910061,187.740679955031,3855,0,1127.27729705836
"1...283",18,225,15,"sprinter",375.481359910061,187.740679955031,4095,0,1127.20304809047
"1...284",19,225,15,"sprinter",375.481359910061,187.740679955031,4335,0,1127.15790448668
"1...285",20,225,15,"sprinter",375.481359910061,187.740679955031,4575,0,1127.13045555508
"1...286",2,240,15,"sprinter",375.481359910061,187.740679955031,270,0,1676.52275439647
"1...287",3,240,15,"sprinter",375.481359910061,187.740679955031,525,0,1413.92649471559
"1...288",4,240,15,"sprinter",375.481359910061,187.740679955031,780,0,1300.44387551939
"1...289",5,240,15,"sprinter",375.481359910061,187.740679955031,1035,0,1243.53837143126
"1...290",6,240,15,"sprinter",375.481359910061,187.740679955031,1290,0,1212.87886919188
"1...291",7,240,15,"sprinter",375.481359910061,187.740679955031,1545,0,1195.71957024812
"1...292",8,240,15,"sprinter",375.481359910061,187.740679955031,1800,0,1185.91103342652
"1...293",9,240,15,"sprinter",375.481359910061,187.740679955031,2055,0,1180.23654068225
"1...294",10,240,15,"sprinter",375.481359910061,187.740679955031,2310,0,1176.93085893886
"1...295",11,240,15,"sprinter",375.481359910061,187.740679955031,2565,0,1174.99734789207
"1...296",12,240,15,"sprinter",375.481359910061,187.740679955031,2820,0,1173.86375803154
"1...297",13,240,15,"sprinter",375.481359910061,187.740679955031,3075,0,1173.19823188552
"1...298",14,240,15,"sprinter",375.481359910061,187.740679955031,3330,0,1172.80718721207
"1...299",15,240,15,"sprinter",375.481359910061,187.740679955031,3585,0,1172.57731076981
"1...300",16,240,15,"sprinter",375.481359910061,187.740679955031,3840,0,1172.4421395793
"1...301",17,240,15,"sprinter",375.481359910061,187.740679955031,4095,0,1172.36264357558
"1...302",18,240,15,"sprinter",375.481359910061,187.740679955031,4350,0,1172.31588637557
"1...303",19,240,15,"sprinter",375.481359910061,187.740679955031,4605,0,1172.28838360652
"1...304",20,240,15,"sprinter",375.481359910061,187.740679955031,4860,0,1172.27220582776
"1...305",2,255,15,"sprinter",375.481359910061,187.740679955031,285,0,1694.62350110699
"1...306",3,255,15,"sprinter",375.481359910061,187.740679955031,555,0,1440.09902901342
"1...307",4,255,15,"sprinter",375.481359910061,187.740679955031,825,0,1331.8638549266
"1...308",5,255,15,"sprinter",375.481359910061,187.740679955031,1095,0,1278.69020924045
"1...309",6,255,15,"sprinter",375.481359910061,187.740679955031,1365,0,1250.72014605949
"1...310",7,255,15,"sprinter",375.481359910061,187.740679955031,1635,0,1235.47808027936
"1...311",8,255,15,"sprinter",375.481359910061,187.740679955031,1905,0,1227.0117823148
"1...312",9,255,15,"sprinter",375.481359910061,187.740679955031,2175,0,1222.25915689037
"1...313",10,255,15,"sprinter",375.481359910061,187.740679955031,2445,0,1219.57539202669
"1...314",11,255,15,"sprinter",375.481359910061,187.740679955031,2715,0,1218.05482630247
"1...315",12,255,15,"sprinter",375.481359910061,187.740679955031,2985,0,1217.19167526716
"1...316",13,255,15,"sprinter",375.481359910061,187.740679955031,3255,0,1216.70118073575
"1...317",14,255,15,"sprinter",375.481359910061,187.740679955031,3525,0,1216.42228224521
"1...318",15,255,15,"sprinter",375.481359910061,187.740679955031,3795,0,1216.26364374229
"1...319",16,255,15,"sprinter",375.481359910061,187.740679955031,4065,0,1216.17339178919
