X,Nrep,rest,interval_duration,profil,PAM,rest_power,duration,PC,DR,power_cogganTSS,percent_power_max,percent_PAM,cumul_time
1...2729,10,30,270,pursuiter,416.548283671423,208.274141835712,2970,274.925937858209,1,282.25701539344,67.07079299852452,67.76093587654458,2700
1...2730,11,30,270,pursuiter,416.548283671423,208.274141835712,3270,270.363517328007,1,277.569125678734,65.95684201234023,66.63552259350635,2970
1...2731,12,30,270,pursuiter,416.548283671423,208.274141835712,3570,266.22683000176,1,273.311014856913,64.94501642813981,65.61328555911255,3240
1...2732,13,30,270,pursuiter,416.548283671423,208.274141835712,3870,262.442720614199,1,269.410003056342,64.01804582797178,64.67677664682327,3510
1...2733,14,30,270,pursuiter,416.548283671423,208.274141835712,4170,258.955440700423,1,265.810461526048,63.16271153439747,63.81264116207994,3780
1...2734,15,30,270,pursuiter,416.548283671423,208.274141835712,4470,255.721527840468,1,262.468858595635,62.36866941602324,63.01042853478008,4050
1...2735,16,30,270,pursuiter,416.548283671423,208.274141835712,4770,252.706439073207,1,259.350484095624,61.62767153403763,62.261805956738,4320
1...2736,17,30,270,pursuiter,416.548283671423,208.274141835712,5070,249.882263797889,1,256.427212976963,60.933034726499024,61.560021497828345,4590
1...2737,18,30,270,pursuiter,416.548283671423,208.274141835712,5370,247.226125871894,1,253.675935970372,60.27926769671077,60.899527357187196,4860
1...2738,2,60,270,pursuiter,416.548283671423,208.274141835712,600,361.374778787995,1,372.508480962721,88.51662794641081,89.42744348373286,540
1...2739,3,60,270,pursuiter,416.548283671423,208.274141835712,930,334.420028279778,1,347.530107238339,82.5811888177409,83.4309300653544,810
1...2740,4,60,270,pursuiter,416.548283671423,208.274141835712,1260,317.687795986546,1,331.317167257997,78.72861941462698,79.53871861811413,1080
1...2741,5,60,270,pursuiter,416.548283671423,208.274141835712,1590,305.578806043108,1,319.292978256057,75.87139409322936,76.65209311195197,1350
1...2742,6,60,270,pursuiter,416.548283671423,208.274141835712,1920,296.090854320543,1,309.725194423589,73.59786743530876,74.35517239290871,1620
1...2743,7,60,270,pursuiter,416.548283671423,208.274141835712,2250,288.288309292887,1,301.773732657953,71.70841627188854,72.44627921597555,1890
1...2744,8,60,270,pursuiter,416.548283671423,208.274141835712,2580,281.660268287648,1,294.967559823888,70.09111223914574,70.81233350046907,2160
1...2745,9,60,270,pursuiter,416.548283671423,208.274141835712,2910,275.897617078434,1,289.015947250491,68.67687148285735,69.38354053535589,2430
1...2746,10,60,270,pursuiter,416.548283671423,208.274141835712,3240,270.799206860816,1,283.726745000906,67.42003473527552,68.11377122963066,2700
1...2747,11,60,270,pursuiter,416.548283671423,208.274141835712,3570,266.22683000176,1,278.966272865622,66.28883648776404,66.97093321495308,2970
1...2748,12,60,270,pursuiter,416.548283671423,208.274141835712,3900,262.081435453024,1,274.63774246333,65.2602775830535,65.93179067806861,3240
1...2749,13,60,270,pursuiter,416.548283671423,208.274141835712,4230,258.289605555142,1,270.668801619473,64.31716547159485,64.97897416208754,3510
1...2750,14,60,270,pursuiter,416.548283671423,208.274141835712,4560,254.79540643674,1,267.003931653941,63.446307631331514,64.0991553969662,3780
1...2751,15,60,270,pursuiter,416.548283671423,208.274141835712,4890,251.555239165242,1,263.599591309886,62.63735765290719,63.28188151119972,4050
1...2752,16,60,270,pursuiter,416.548283671423,208.274141835712,5220,248.534456916398,1,260.420996013789,61.88204991739019,62.51880183455789,4320
1...2753,2,90,270,pursuiter,416.548283671423,208.274141835712,630,358.157323561404,1,373.69539654507,88.79866653177419,89.71238418061621,540
1...2754,3,90,270,pursuiter,416.548283671423,208.274141835712,990,330.871322837814,1,349.095513111473,82.95316544737149,83.80673424808603,810
